case,people,scene,index,layout_hash,arm,status,event,success,collision,timeout,penalty,nav_time,min_clearance,steps,stopped_steps,eligible_person_steps,visible_person_steps,total_person_steps,geometry_rejected,risk_permitted,actuator_violations,workspace_excursion_steps
8000055,20,square_crossing,55,47f54e1f06ea30ee,O,ok,reach_goal,1,0,0,19.0,19.0,0.13439323011119608,76,0,0,658,1275,0,0,0,0
8000057,20,square_crossing,57,049949d0a0042466,MAP,ok,reach_goal,1,0,0,10.75,10.75,0.10734114071756451,43,0,198,386,669,2689,43783,0,0
8000057,20,square_crossing,57,049949d0a0042466,IID,ok,reach_goal,1,0,0,13.5,13.5,0.11951945347149528,54,0,330,565,893,11406,62880,0,0
8000057,20,square_crossing,57,049949d0a0042466,FULL,ok,reach_goal,1,0,0,12.0,12.0,0.11703487003434399,48,0,257,488,796,4944,53117,0,0
8000057,20,square_crossing,57,049949d0a0042466,O,ok,reach_goal,1,0,0,10.25,10.25,0.1190695178775194,41,0,0,392,646,0,0,0,0
8000057,20,square_crossing,57,049949d0a0042466,CV,ok,reach_goal,1,0,0,11.25,11.25,0.1134490054313324,45,0,227,449,740,7390,55260,0,0
8000057,20,square_crossing,57,049949d0a0042466,TREE,ok,reach_goal,1,0,0,11.0,11.0,0.09920042175849353,44,0,215,435,714,7039,52926,0,0
8000059,20,square_crossing,59,7fc6cfddd061dde3,FULL,ok,collision,0,1,0,25.0,5.25,-0.004298238323888093,21,0,127,255,335,1521,6664,0,0
8000059,20,square_crossing,59,7fc6cfddd061dde3,O,ok,reach_goal,1,0,0,13.0,13.0,0.049287898667267904,52,0,0,588,898,0,0,0,0
8000059,20,square_crossing,59,7fc6cfddd061dde3,CV,ok,reach_goal,1,0,0,13.0,13.0,0.03206297466298047,52,0,353,600,901,11061,64227,0,0
8000059,20,square_crossing,59,7fc6cfddd061dde3,TREE,ok,reach_goal,1,0,0,13.25,13.25,0.04319238327902253,53,0,356,591,980,7652,64674,0,0
8000059,20,square_crossing,59,7fc6cfddd061dde3,MAP,ok,reach_goal,1,0,0,13.25,13.25,0.07032461787527033,53,0,362,612,932,7167,61830,0,0
8000059,20,square_crossing,59,7fc6cfddd061dde3,IID,ok,collision,0,1,0,25.0,5.0,-0.01559632879450068,20,0,110,242,313,1521,6664,0,0
8000058,20,square_crossing,58,b18b89bd65ae26ce,IID,ok,reach_goal,1,0,0,11.5,11.5,0.17967472139777685,46,0,251,426,712,10734,67203,0,0
8000058,20,square_crossing,58,b18b89bd65ae26ce,FULL,ok,reach_goal,1,0,0,15.5,15.5,0.11793339923799473,62,0,342,619,1016,18586,85593,0,0
8000058,20,square_crossing,58,b18b89bd65ae26ce,O,ok,reach_goal,1,0,0,11.75,11.75,0.1336478690704025,47,0,0,437,748,0,0,0,0
8000058,20,square_crossing,58,b18b89bd65ae26ce,CV,ok,reach_goal,1,0,0,15.5,15.5,0.049601228204458114,62,0,309,632,1037,18011,81077,0,0
8000058,20,square_crossing,58,b18b89bd65ae26ce,TREE,ok,reach_goal,1,0,0,15.5,15.5,0.048896520567398793,62,0,344,642,1034,21823,83535,0,0
8000058,20,square_crossing,58,b18b89bd65ae26ce,MAP,ok,reach_goal,1,0,0,11.5,11.5,0.1615651499773284,46,0,237,431,727,8793,64303,0,0
